# gene name                          KO     thrshld  score   E-value KO definition
#----------------------------------- ------ ------- ------ --------- ---------------------
  lcl|LN828718.1_prot_CFW92770.1_27  K04427  336.40  178.4   1.2e-54 mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW92770.1_27  K05109 1729.80   57.4   2.8e-18 Eph receptor A8 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K23453       -   57.1   4.5e-18 RSV tyrosine-protein kinase transforming protein Src [EC:2.7.10.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K04411  843.27   57.1   6.5e-18 serine/threonine kinase 4
  lcl|LN828718.1_prot_CFW92770.1_27  K17511 1050.47   57.0   7.1e-18 proto-oncogene tyrosine-protein kinase YRK [EC:2.7.10.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K00908  711.50   56.8   5.4e-18 calcium/calmodulin-dependent protein kinase kinase 1 [EC:2.7.11.17]
  lcl|LN828718.1_prot_CFW92770.1_27  K04467 1076.07   56.7   6.5e-18 inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]
  lcl|LN828718.1_prot_CFW92770.1_27  K08841  759.27   56.3   1.2e-17 testis-specific kinase 1 [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08805  561.53   55.8   1.2e-17 doublecortin-like kinase 1/2 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K04410  933.07   55.2   2.2e-17 p21-activated kinase 2 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K04443  716.33   55.1   2.7e-17 mitogen-activated protein kinase-activated protein kinase 2 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05119 1227.13   55.0   1.3e-17 anaplastic lymphoma kinase [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K20536  700.90   54.9   2.8e-17 mitogen-activated protein kinase 3 [EC:2.7.11.24]
  lcl|LN828718.1_prot_CFW92770.1_27  K06071 1550.17   54.9   1.8e-17 serine/threonine-protein kinase N1 [EC:2.7.11.13]
  lcl|LN828718.1_prot_CFW92770.1_27  K17530  569.77   54.5   3.1e-17 doublecortin-like kinase 3 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08795  594.17   54.4   3.9e-17 pregnancy upregulated non-ubiquitously expressed CaM kinase [EC:2.7.11.17]
  lcl|LN828718.1_prot_CFW92770.1_27  K02677  910.20   54.4   3.6e-17 classical protein kinase C alpha type [EC:2.7.11.13]
  lcl|LN828718.1_prot_CFW92770.1_27  K16224 1717.17   54.3   2.9e-17 senescence-induced receptor-like serine/threonine-protein kinase
  lcl|LN828718.1_prot_CFW92770.1_27  K14510  925.43   53.6   4.8e-17 serine/threonine-protein kinase CTR1 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05097 1718.77   53.2   4.1e-17 FMS-like tyrosine kinase 4 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K03083  583.23   53.2   9.7e-17 glycogen synthase kinase 3 beta [EC:2.7.11.26]
  lcl|LN828718.1_prot_CFW92770.1_27  K04423 1223.47   53.1   9.6e-17 mitogen-activated protein kinase kinase kinase 12 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW92770.1_27  K04416  444.57   52.8     7e-17 mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW92770.1_27  K05100 1590.93   52.2   7.9e-17 macrophage-stimulating 1 receptor [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K23785  433.00   51.9   2.1e-16 serine/threonine-protein kinase RCK2 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05115 1229.60   51.2   2.6e-16 AXL receptor tyrosine kinase [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08294  476.17   51.0   5.8e-16 mitogen-activated protein kinase kinase [EC:2.7.12.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K04422 1030.57   50.8   4.2e-16 mitogen-activated protein kinase kinase kinase 13 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW92770.1_27  K20880  514.93   50.5     6e-16 NIMA (never in mitosis gene a)-related kinase 11 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K18052 1222.53   50.4   4.9e-16 novel protein kinase C theta type [EC:2.7.11.13]
  lcl|LN828718.1_prot_CFW92770.1_27  K20600  754.63   50.2   6.9e-16 mitogen-activated protein kinase 4 [EC:2.7.11.24]
  lcl|LN828718.1_prot_CFW92770.1_27  K16316  164.93   50.1   4.6e-16 serine/threonine-protein kinase 31 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K13416 1124.00   49.5   8.9e-16 brassinosteroid insensitive 1-associated receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K06069 1104.80   49.5   7.3e-16 atypical protein kinase C iota type [EC:2.7.11.13]
  lcl|LN828718.1_prot_CFW92770.1_27  K23691 1421.60   49.3   8.6e-16 serine/threonine-protein kinase N2 [EC:2.7.11.13]
  lcl|LN828718.1_prot_CFW92770.1_27  K14949  372.43   48.7   1.5e-15 serine/threonine-protein kinase PknG [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08830  395.40   48.7   2.3e-15 renal tumor antigen [EC:2.7.11.22]
  lcl|LN828718.1_prot_CFW92770.1_27  K04463  432.07   48.5   2.3e-15 mitogen-activated protein kinase kinase 5 [EC:2.7.12.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K08817  416.53   48.4   2.7e-15 cell cycle related kinase [EC:2.7.11.22]
  lcl|LN828718.1_prot_CFW92770.1_27  K08797  438.43   48.3   3.1e-15 hormonally upregulated Neu-associated kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K13872  967.63   48.2   2.9e-15 solute carrier family 7 (L-type amino acid transporter), member 6
  lcl|LN828718.1_prot_CFW92770.1_27  K08819  492.13   48.2     2e-15 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
  lcl|LN828718.1_prot_CFW92770.1_27  K19662 1361.97   48.0   2.6e-15 classical protein kinase C beta type [EC:2.7.11.13]
  lcl|LN828718.1_prot_CFW92770.1_27  K08886  646.83   48.0   3.2e-15 activated CDC42 kinase 1 [EC:2.7.10.2 2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08291  765.63   47.6   3.8e-15 G protein-coupled receptor kinase [EC:2.7.11.16]
  lcl|LN828718.1_prot_CFW92770.1_27  K08824  364.10   47.3   4.7e-15 cyclin-dependent kinase-like [EC:2.7.11.22]
  lcl|LN828718.1_prot_CFW92770.1_27  K02089  529.90   47.3   5.6e-15 cyclin-dependent kinase 4 [EC:2.7.11.22]
  lcl|LN828718.1_prot_CFW92770.1_27  K08867  243.70   47.2     4e-15 WNK lysine deficient protein kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05733  922.57   47.2   7.6e-15 p21-activated kinase 3 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K04419 1091.77   47.1     5e-15 mitogen-activated protein kinase kinase kinase 11 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW92770.1_27  K20718  728.30   46.7   4.6e-15 LRR receptor-like serine/threonine-protein kinase ERECTA [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08293  521.07   46.2   1.2e-14 sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
  lcl|LN828718.1_prot_CFW92770.1_27  K04440  469.10   46.0   1.2e-14 mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]
  lcl|LN828718.1_prot_CFW92770.1_27  K05869  454.60   45.9   1.7e-14 calcium/calmodulin-dependent protein kinase IV [EC:2.7.11.17]
  lcl|LN828718.1_prot_CFW92770.1_27  K05124 1340.57   45.9   9.6e-15 discoidin domain receptor family member 1 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K12320  852.17   45.6   9.6e-15 heat-stable enterotoxin receptor [EC:4.6.1.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K05735  855.63   45.5   2.2e-14 p21-activated kinase 6 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05112 1866.10   45.5     1e-14 Eph receptor B3 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K04468  446.33   45.3   2.2e-14 nemo like kinase [EC:2.7.11.24]
  lcl|LN828718.1_prot_CFW92770.1_27  K06667  261.43   44.5   4.1e-14 serine/threonine-protein kinase CAK1 [EC:2.7.11.22]
  lcl|LN828718.1_prot_CFW92770.1_27  K08897 1641.07   44.2   2.6e-14 Eph receptor A10 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08859  657.50   44.2     6e-14 serine/threonine kinase 35 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K17541  308.17   43.7   4.6e-14 SCY1-like protein 2
  lcl|LN828718.1_prot_CFW92770.1_27  K04675  799.30   43.3   7.7e-14 activin receptor type-1 [EC:2.7.11.30]
  lcl|LN828718.1_prot_CFW92770.1_27  K04368  577.93   43.3     1e-13 mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K00909  786.33   43.3   8.4e-14 rhodopsin kinase [EC:2.7.11.14]
  lcl|LN828718.1_prot_CFW92770.1_27  K04415  575.90   43.2   8.8e-14 mitogen-activated protein kinase kinase kinase 8 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW92770.1_27  K06855  466.57   43.1   1.1e-13 mitogen-activated protein kinase 4/6 [EC:2.7.11.24]
  lcl|LN828718.1_prot_CFW92770.1_27  K05116 1033.10   43.1   6.2e-14 TYRO3 protein tyrosine kinase 3 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05114 1583.47   43.1   4.8e-14 Eph receptor B6 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K04425 1917.53   42.9   5.3e-14 mitogen-activated protein kinase kinase kinase 6 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW92770.1_27  K13578  850.23   42.7   1.3e-13 bone morphogenetic protein receptor type-1B [EC:2.7.11.30]
  lcl|LN828718.1_prot_CFW92770.1_27  K20839  379.13   42.2   1.3e-13 ribosomal protein S6 kinase-like
  lcl|LN828718.1_prot_CFW92770.1_27  K18669  518.53   42.2   1.5e-13 dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K06632  306.40   42.1   2.2e-13 wee1-like protein kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05113 1587.17   42.1   1.1e-13 Eph receptor B4 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K20537  745.33   41.5   3.1e-13 mitogen-activated protein kinase 7/14 [EC:2.7.11.24]
  lcl|LN828718.1_prot_CFW92770.1_27  K08865  148.63   41.4   3.3e-13 PDZ-binding kinase [EC:2.7.12.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K19596  786.80   41.1   3.4e-13 inactive serine/threonine-protein kinase PLK5
  lcl|LN828718.1_prot_CFW92770.1_27  K04674  881.23   41.1     4e-13 TGF-beta receptor type-1 [EC:2.7.11.30]
  lcl|LN828718.1_prot_CFW92770.1_27  K18679       -   41.0   2.8e-13 mitosis inducer protein kinase Cdr2 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K18670  509.53   41.0   3.5e-13 dual specificity protein kinase YAK1 [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K18050 1168.70   41.0   3.1e-13 novel protein kinase C epsilon type [EC:2.7.11.13]
  lcl|LN828718.1_prot_CFW92770.1_27  K17534 1356.53   41.0   3.6e-13 mitogen-activated protein kinase kinase kinase MLK4 [EC:2.7.11.25]
  lcl|LN828718.1_prot_CFW92770.1_27  K05744  984.60   40.9   3.4e-13 LIM domain kinase 2 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K11889  322.30   40.3   9.4e-13 type VI secretion system protein ImpN [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K04444  744.80   40.3   8.5e-13 mitogen-activated protein kinase-activated protein kinase 3 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05734  905.43   39.9   1.1e-12 p21-activated kinase 4 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K13436  422.80   39.8   1.1e-12 pto-interacting protein 1 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K20602  711.47   39.1   2.1e-12 mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K15562  535.93   37.9   4.1e-12 serine/threonine-protein kinase BUR1 [EC:2.7.11.22 2.7.11.23]
  lcl|LN828718.1_prot_CFW92770.1_27  K13429  476.50   37.4   4.9e-12 chitin elicitor receptor kinase 1
  lcl|LN828718.1_prot_CFW92770.1_27  K22009  591.37   37.3   6.3e-12 protein kinase MCK1
  lcl|LN828718.1_prot_CFW92770.1_27  K02091  590.63   37.2   6.1e-12 cyclin-dependent kinase 6 [EC:2.7.11.22]
  lcl|LN828718.1_prot_CFW92770.1_27  K08791  663.47   36.8   6.8e-12 serine/threonine-protein kinase LATS1/2 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08271  457.97   36.8   8.7e-12 STE20-related kinase adapter protein alpha
  lcl|LN828718.1_prot_CFW92770.1_27  K06228  325.07   36.3   7.6e-12 fused [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K13428 1971.10   36.1   7.2e-12 LRR receptor-like serine/threonine-protein kinase EFR [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08789  404.73   36.1   6.5e-12 microtubule-associated serine/threonine kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K18873  979.43   35.5   2.2e-11 pathogen-induced protein kinase
  lcl|LN828718.1_prot_CFW92770.1_27  K23880  422.40   35.3   1.1e-11 reticulophagy regulator
  lcl|LN828718.1_prot_CFW92770.1_27  K03176 1129.50   34.5   2.4e-11 neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K13975       -   34.0   2.9e-11 phagosome-associated TMK96
  lcl|LN828718.1_prot_CFW92770.1_27  K19847       -   33.9   7.6e-11 MPK-like protein 1
  lcl|LN828718.1_prot_CFW92770.1_27  K08826  437.10   33.8   5.2e-11 homeodomain interacting protein kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K11715 1499.80   33.0   6.5e-11 serine/threonine-protein kinase/endoribonuclease IRE2 [EC:2.7.11.1 3.1.26.-]
  lcl|LN828718.1_prot_CFW92770.1_27  K06946  107.40   32.6   2.4e-10 uncharacterized protein
  lcl|LN828718.1_prot_CFW92770.1_27  K08877  250.17   31.9   2.8e-10 serine/threonine-protein kinase Kist [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08822  794.13   31.7   3.4e-10 glycogen synthase kinase 3 alpha [EC:2.7.11.26]
  lcl|LN828718.1_prot_CFW92770.1_27  K08845 1064.63   31.6   2.9e-10 A-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K12765  457.20   31.4   3.7e-10 meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K20714  507.73   31.2   5.2e-10 serine/threonine-protein kinase OXI1 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05688  215.63   31.2   3.8e-10 PTEN induced putative kinase 1 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08899 1020.90   31.0     3e-10 lemur tyrosine kinase 3 [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08827  383.50   31.0   4.3e-10 serine/threonine-protein kinase PRP4 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K19439  627.80   29.9   1.2e-09 Simplexvirus serine/threonine-protein kinase US3 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K14502  782.23   29.3   1.6e-09 protein brassinosteroid insensitive 2 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K17540  185.33   29.1   1.2e-09 inactive serine/threonine-protein kinase TEX14
  lcl|LN828718.1_prot_CFW92770.1_27  K11226  497.10   28.5   3.7e-09 mitogen-activated protein kinase kinase [EC:2.7.12.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K02214  174.20   28.4   2.8e-09 cell division control protein 7 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08790  664.03   28.3     3e-09 serine/threonine kinase 38 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K15904  667.47   27.5   4.5e-09 bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05736  921.63   27.5   6.3e-09 p21-activated kinase 5 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08821  642.70   27.4   6.9e-09 cyclin-dependent kinase 14 [EC:2.7.11.22]
  lcl|LN828718.1_prot_CFW92770.1_27  K13418 1181.47   27.0   6.3e-09 somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K05117 1078.17   26.8   5.6e-09 c-mer proto-oncogene tyrosine kinase [EC:2.7.10.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K08869  339.70   26.5     9e-09 aarF domain-containing kinase
  lcl|LN828718.1_prot_CFW92770.1_27  K13417 1377.10   26.4   9.4e-09 somatic embryogenesis receptor kinase 4 [EC:2.7.10.1 2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K12322 1423.80   26.2   7.2e-09 guanylate cyclase 2F [EC:4.6.1.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K08832  290.67   26.1   1.3e-08 serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K21158       -   25.9   1.3e-08 serine/threonine-protein kinase TOS3 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K03688  412.47   25.1   2.7e-08 ubiquinone biosynthesis protein
  lcl|LN828718.1_prot_CFW92770.1_27  K17532  548.10   24.8     4e-08 STE20-related kinase adapter protein beta
  lcl|LN828718.1_prot_CFW92770.1_27  K08825  531.53   24.7   3.1e-08 dual specificity tyrosine-phosphorylation-regulated kinase 1 [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K06684  694.80   24.1   6.4e-08 cell cycle protein kinase DBF2 [EC:2.7.11.-]
  lcl|LN828718.1_prot_CFW92770.1_27  K04672  555.77   23.8   6.4e-08 anti-mullerian hormone receptor type-2 [EC:2.7.11.30]
  lcl|LN828718.1_prot_CFW92770.1_27  K08823  697.83   23.7   6.5e-08 dual specificity protein kinase CLK2/3 [EC:2.7.12.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K04369  790.80   23.5   7.6e-08 mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K16309  295.80   22.9     1e-07 serine/threonine-protein kinase greatwall [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K21436  171.73   22.0   1.5e-07 ankyrin repeat domain-containing protein 11/12
  lcl|LN828718.1_prot_CFW92770.1_27  K11211  105.87   21.8   3.8e-07 3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]
  lcl|LN828718.1_prot_CFW92770.1_27  K13437       -   21.0   3.5e-07 receptor kinase-like protein
  lcl|LN828718.1_prot_CFW92770.1_27  K08788  850.10   20.0   8.7e-07 dystrophia myotonica-protein kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K06949   74.70   18.4     4e-06 ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
  lcl|LN828718.1_prot_CFW92770.1_27  K10824  303.43   17.7   8.5e-06 nickel transport system ATP-binding protein [EC:7.2.2.11]
  lcl|LN828718.1_prot_CFW92770.1_27  K12767  642.33   17.4   3.1e-06 serine/threonine-protein kinase RIM15 [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K19230  337.67   17.2   9.8e-06 cationic peptide transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K07251  108.33   16.5   1.8e-05 thiamine kinase [EC:2.7.1.89]
  lcl|LN828718.1_prot_CFW92770.1_27  K13896  784.40   16.3   1.4e-05 microcin C transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K19518  466.23   15.7   2.8e-05 tribbles homolog 3
  lcl|LN828718.1_prot_CFW92770.1_27  K05833  176.60   15.7   3.1e-05 putative ABC transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K15497  425.93   15.4   4.3e-05 molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]
  lcl|LN828718.1_prot_CFW92770.1_27  K20527  304.67   15.2   3.2e-05 type IV secretion system protein TrbB [EC:7.4.2.8]
  lcl|LN828718.1_prot_CFW92770.1_27  K10820  644.90   14.8   2.9e-05 galactofuranose transport system ATP-binding protein [EC:7.5.2.9]
  lcl|LN828718.1_prot_CFW92770.1_27  K06159  581.83   14.5   3.9e-05 multidrug/microcin transport system ATP-binding/permease protein
  lcl|LN828718.1_prot_CFW92770.1_27  K04372  329.73   14.4   4.9e-05 MAP kinase interacting serine/threonine kinase [EC:2.7.11.1]
  lcl|LN828718.1_prot_CFW92770.1_27  K07102  139.30   14.1   8.3e-05 N-acetylmuramate 1-kinase [EC:2.7.1.221]
  lcl|LN828718.1_prot_CFW92770.1_27  K17325  439.00   13.6   0.00011 glycerol transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K06074  245.63   13.6   0.00015 vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
  lcl|LN828718.1_prot_CFW92770.1_27  K18735   71.93   13.3   0.00015 protein SMG9
  lcl|LN828718.1_prot_CFW92770.1_27  K09817  274.30   13.0   0.00018 zinc transport system ATP-binding protein [EC:7.2.2.-]
  lcl|LN828718.1_prot_CFW92770.1_27  K11963  287.27   12.7   0.00024 urea transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K00899   96.70   12.6   0.00025 5-methylthioribose kinase [EC:2.7.1.100]
  lcl|LN828718.1_prot_CFW92770.1_27  K13409  678.47   12.5   0.00011 ATP-binding cassette, subfamily B, bacterial RaxB
  lcl|LN828718.1_prot_CFW92770.1_27  K02041  259.93   12.1   0.00035 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K15578  416.67   12.0   0.00036 nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]
  lcl|LN828718.1_prot_CFW92770.1_27  K20361  204.43   11.9   0.00015 intracellular protein transport protein USO1
  lcl|LN828718.1_prot_CFW92770.1_27  K04029   74.90   11.9   0.00063 ethanolamine utilization protein EutP
  lcl|LN828718.1_prot_CFW92770.1_27  K16787  321.53   11.8   0.00031 energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
  lcl|LN828718.1_prot_CFW92770.1_27  K10829  341.60   11.8   0.00043 ferric hydroxamate transport system ATP-binding protein [EC:7.2.2.16]
  lcl|LN828718.1_prot_CFW92770.1_27  K16786  338.10   11.7   0.00032 energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
  lcl|LN828718.1_prot_CFW92770.1_27  K10545  322.33   11.7   0.00042 D-xylose transport system ATP-binding protein [EC:7.5.2.10]
  lcl|LN828718.1_prot_CFW92770.1_27  K11958  365.03   11.4   0.00052 neutral amino acid transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K16013  483.00   11.3   0.00043 ATP-binding cassette, subfamily C, bacterial CydD
  lcl|LN828718.1_prot_CFW92770.1_27  K02032  375.73   11.3   0.00037 peptide/nickel transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K12321 1897.03   11.2   0.00015 guanylate cyclase 2D/E [EC:4.6.1.2]
  lcl|LN828718.1_prot_CFW92770.1_27  K06857  275.23   11.2   0.00047 tungstate transport system ATP-binding protein [EC:7.3.2.6]
  lcl|LN828718.1_prot_CFW92770.1_27  K16012  458.37   11.0   0.00049 ATP-binding cassette, subfamily C, bacterial CydC
  lcl|LN828718.1_prot_CFW92770.1_27  K02204  120.00   10.7   0.00097 homoserine kinase type II [EC:2.7.1.39]
  lcl|LN828718.1_prot_CFW92770.1_27  K18230  447.87   10.6   0.00072 macrolide transport system ATP-binding/permease protein
  lcl|LN828718.1_prot_CFW92770.1_27  K06148  636.80   10.5   0.00071 ATP-binding cassette, subfamily C, bacterial
  lcl|LN828718.1_prot_CFW92770.1_27  K05681  608.53   10.5   0.00055 ATP-binding cassette, subfamily G (WHITE), member 2
  lcl|LN828718.1_prot_CFW92770.1_27  K20283  684.67    9.8   0.00033 golgin subfamily A member 4
  lcl|LN828718.1_prot_CFW92770.1_27  K02006  335.00    9.8    0.0013 cobalt/nickel transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K16014  965.70    9.7   0.00079 ATP-binding cassette, subfamily C, bacterial CydCD
  lcl|LN828718.1_prot_CFW92770.1_27  K04759  109.20    9.5    0.0011 ferrous iron transport protein B
  lcl|LN828718.1_prot_CFW92770.1_27  K09812  292.87    9.4    0.0026 cell division transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K02049  329.77    9.3    0.0028 NitT/TauT family transport system ATP-binding protein
  lcl|LN828718.1_prot_CFW92770.1_27  K02283  324.60    8.8    0.0017 pilus assembly protein CpaF [EC:7.4.2.8]
  lcl|LN828718.1_prot_CFW92770.1_27  K06947  137.90    8.7    0.0027 polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
